word_1	word_2	biword	frequency
INST.IMPL[3SBJ.STV].	first	INST.IMPL[3SBJ.STV].|first	1
first	use	first|use	1
white.grass	then	white.grass|then	2
PROG	put.with	PROG|put.with	2
maidenhair.fern	PROG	maidenhair.fern|PROG	1
EMPH	nice	EMPH|nice	1
very	appear<3sbj.stv>.	very|appear<3sbj.stv>.	1
CESS	weave<nmlz.p>	CESS|weave<nmlz.p>	1
PROG	weave.tightly	PROG|weave.tightly	1
very	bucket.basket	very|bucket.basket	1
EMPH	SER	EMPH|SER	3
PROG	cook[3sbj.def]	PROG|cook[3sbj.def]	1
then	PL	then|PL	1
PL	split	PL|split	2
outdoors	at.night	outdoors|at.night	1
PROG	be<3sbj.stv>soft	PROG|be<3sbj.stv>soft	1
spruce.root	PL	spruce.root|PL	1
INCH	ITER	INCH|ITER	1
INCH	split	INCH|split	1
EMPH	think[nmlz]	EMPH|think[nmlz]	1
INCH	fine	INCH|fine	1
some	be.thick	some|be.thick	1
EMPH	FUT	EMPH|FUT	1
3SBJ<NMLZ.P>INDF.	3NEG	3SBJ<NMLZ.P>INDF.|3NEG	1
2SBJ<TH.SBJV>SBJV	PROG	2SBJ<TH.SBJV>SBJV|PROG	1
NMLZ.P.	CESS	NMLZ.P.|CESS	1
be.tired[1sbj]	CESS	be.tired[1sbj]|CESS	1
CESS	weave[1sbj]	CESS|weave[1sbj]	1
PROG	small	PROG|small	1
ITER	peel	ITER|peel	1
then	DEM.DIST	then|DEM.DIST	1
DEM.DIST	very	DEM.DIST|very	2
EMPH	tightly.woven.pack.basket	EMPH|tightly.woven.pack.basket	1
make<nmlz.p>	very	make<nmlz.p>|very	1
very	show.so	very|show.so	1
ITER	buy	ITER|buy	1
white.grass.	very	white.grass.|very	1
dress.	PROG	dress.|PROG	1
all	be.one	all|be.one	1
PROG	put.on	PROG|put.on	1
3NEG	DEF	3NEG|DEF	1
another.kind	PROG	another.kind|PROG	1
ITER	wear<nmlz.p>.	ITER|wear<nmlz.p>.	1
EMPH	buck.skin	EMPH|buck.skin	1
around	bare	around|bare	1
PROG	work.at	PROG|work.at	1
nice	OPT	nice|OPT	1
OPT	very	OPT|very	1
very	make	very|make	1
NMLZ.P.	1NEG	NMLZ.P.|1NEG	1
NMLZ.P.	EMPH	NMLZ.P.|EMPH	1
abalone	INCH	abalone|INCH	1
EMPH	dress	EMPH|dress	1
INCH	grind	INCH|grind	2
very	be.rough[3sbj.stv]	very|be.rough[3sbj.stv]	1
all	grind	all|grind	1
3SBJ.IMP].	PROG	3SBJ.IMP].|PROG	1
3SBJ.IMP]	PL	3SBJ.IMP]|PL	1
PL	cut	PL|cut	1
CESS	DEM.DIST	CESS|DEM.DIST	1
3SBJ.INDF.	some	3SBJ.INDF.|some	1
some	dress	some|dress	1
3SBJ.INDF	some	3SBJ.INDF|some	1
some	glass.beads	some|glass.beads	1
SER	very	SER|very	1
very	EMPH	very|EMPH	1
EMPH	be.a.lot	EMPH|be.a.lot	1
very	be.hard.work[3sbj.stv]	very|be.hard.work[3sbj.stv]	1
then	EMPH	then|EMPH	1
EMPH	split	EMPH|split	1
3SBJ.IMPL	PL	3SBJ.IMPL|PL	1
nicely	INCH	nicely|INCH	2
then	both.sides	then|both.sides	1
both.sides	make.hole	both.sides|make.hole	1
think[nmlz]	INCH	think[nmlz]|INCH	1
INCH	string	INCH|string	1
then	make<nmlz.p>.	then|make<nmlz.p>.	1
very	nice	very|nice	1
all	valuables	all|valuables	1
valuables	PROG	valuables|PROG	1
PROG	wear.around.neck	PROG|wear.around.neck	1
very	use	very|use	1
PL	wear.dress	PL|wear.dress	1
3SBJ<NMLZ.P>IMPL	1NEG	3SBJ<NMLZ.P>IMPL|1NEG	1
PROG	how	PROG|how	1
INCH	chin.tattoo	INCH|chin.tattoo	1
3SBJ.DEF[NMLZ.LOC].	PROG	3SBJ.DEF[NMLZ.LOC].|PROG	1
flint	PROG	flint|PROG	1
PROG	charcoal	PROG|charcoal	1
charcoal	then	charcoal|then	2
then	do	then|do	1
DEM.DIST	CESS	DEM.DIST|CESS	1
EMPH	be.narrow	EMPH|be.narrow	1
some	stand.up	some|stand.up	1
for.nothing	cut	for.nothing|cut	1
3SBJ.IMPL.	enough	3SBJ.IMPL.|enough	1
enough	AFF	enough|AFF	1
headdress.	PL	headdress.|PL	1
3SBJ<NMLZ.P>IMPL	PST	3SBJ<NMLZ.P>IMPL|PST	1
INCH	put.on	INCH|put.on	2
PROG	be.so<3sbj.stv>long.	PROG|be.so<3sbj.stv>long.	1
be.so<3sbj.stv>long.	around	be.so<3sbj.stv>long.|around	1
around	be.so	around|be.so	1
here.and.there	well	here.and.there|well	1
very	3PL	very|3PL	1
3SBJ.IMPL	EMPH	3SBJ.IMPL|EMPH	1
EMPH	wood	EMPH|wood	1
NMLZ.A	ITER	NMLZ.A|ITER	1
INCH	turn.around	INCH|turn.around	3
woodpecker.scalp.headdress	PST	woodpecker.scalp.headdress|PST	1
indian	NEG.EMPH	indian|NEG.EMPH	1
NEG.EMPH	all	NEG.EMPH|all	1
all	wear.on.head	all|wear.on.head	1
some	poor.folks	some|poor.folks	1
poor.folks	3NEG	poor.folks|3NEG	1
some	SER	some|SER	1
then	use	then|use	1
hummingbird.	3NEG	hummingbird.|3NEG	1
all	own	all|own	1
PROG	wear.on.head	PROG|wear.on.head	2
INCH	DEF	INCH|DEF	3
EMPH	men	EMPH|men	1
men	INCH	men|INCH	1
EMPH	have.nothing	EMPH|have.nothing	1
NEG.EMPH	wear.on.head	NEG.EMPH|wear.on.head	1
PROG	cap	PROG|cap	1
PROG	doctor	PROG|doctor	3
EMPH	another.kind	EMPH|another.kind	1
indian	go.to	indian|go.to	2
go.to	doctor	go.to|doctor	1
INCH	wear.on.head	INCH|wear.on.head	1
PROG	be.three	PROG|be.three	2
3SBJ.IMPL	around	3SBJ.IMPL|around	1
around	bring	around|bring	1
INCH	doctor	INCH|doctor	1
then	wear.on.head	then|wear.on.head	1
PROG	make.fancy	PROG|make.fancy	1
PROG	INDF	PROG|INDF	3
ITER	put.on	ITER|put.on	1
ITER	tie	ITER|tie	1
on.that.side.	CESS	on.that.side.|CESS	1
CESS	dance	CESS|dance	5
acorn.flour	PROG	acorn.flour|PROG	1
NMLZ.A	NEG.EMPH	NMLZ.A|NEG.EMPH	1
NEG.EMPH	dance	NEG.EMPH|dance	1
EMPH	young.woman	EMPH|young.woman	1
young.woman	PROG	young.woman|PROG	1
all	pound	all|pound	2
like	NEG.EMPH	like|NEG.EMPH	1
indian.style	PROG	indian.style|PROG	1
EMPH.	PROG	EMPH.|PROG	1
around	go<nmlz.p>	around|go<nmlz.p>	2
go<nmlz.p>	PROG	go<nmlz.p>|PROG	1
around	go<nmlz.p>.	around|go<nmlz.p>.	2
PROG	go.along.with	PROG|go.along.with	1
doctor	PROG	doctor|PROG	1
INST.IMPL[NMLZ].	PROG	INST.IMPL[NMLZ].|PROG	1
INCH	be.up	INCH|be.up	2
man	PL	man|PL	1
PL	go.to.dance	PL|go.to.dance	1
INCH	be.a.lot	INCH|be.a.lot	1
girl	EMPH	girl|EMPH	1
INST.IMPL[3SBJ.PASS]	go.to	INST.IMPL[3SBJ.PASS]|go.to	1
go.to	go.to.dance	go.to|go.to.dance	1
PROG	go.to.dance	PROG|go.to.dance	1
at.last	daylight	at.last|daylight	1
daylight	PROG	daylight|PROG	1
all.night	dance	all.night|dance	1
INST.IMPL[3SBJ.DEF].	around	INST.IMPL[3SBJ.DEF].|around	1
go<nmlz.p>.	PROG	go<nmlz.p>.|PROG	1
like	PROG	like|PROG	1
ITER	a.while	ITER|a.while	1
INCH	be.tired	INCH|be.tired	2
doctor.	ITER	doctor.|ITER	1
first	stand.up	first|stand.up	1
when	CESS	when|CESS	1
acorns	PROG	acorns|PROG	2
very	imitate	very|imitate	1
INST.IMPL[3SBJ.DEF]	INCH	INST.IMPL[3SBJ.DEF]|INCH	1
glass.beads	PROG	glass.beads|PROG	1
PROG	be.a.lot	PROG|be.a.lot	2
headdress	some	headdress|some	1
some	PROG	some|PROG	1
some	wear[3sbj.def]	some|wear[3sbj.def]	1
PL	wear.on.head	PL|wear.on.head	1
finally	PL	finally|PL	1
PL	wear	PL|wear	1
at.last	out	at.last|out	1
bał,	PROG	bał,|PROG	1
fire	NEG.EMPH	fire|NEG.EMPH	1
NEG.EMPH	look.at	NEG.EMPH|look.at	1
other.direction	PROG	other.direction|PROG	1
3SBJ.DEF[POSS].	PROG	3SBJ.DEF[POSS].|PROG	1
then	use.legs	then|use.legs	1
in.the.morning	go.to	in.the.morning|go.to	1
NMLZ.P	NEG.EMPH	NMLZ.P|NEG.EMPH	1
EMPH	five	EMPH|five	1
cl.days	NEG.EMPH	cl.days|NEG.EMPH	1
NEG.EMPH	NEG.EMPH	NEG.EMPH|NEG.EMPH	1
EMPH	wish.luck.for	EMPH|wish.luck.for	1
NEG.EMPH	stretch.legs	NEG.EMPH|stretch.legs	1
FUT	be.small	FUT|be.small	1
EMPH	double.up.legs	EMPH|double.up.legs	1
INCH	fire	INCH|fire	1
cl.days[nmlz].	PROG	cl.days[nmlz].|PROG	1
PROG	be.while	PROG|be.while	1
ITER	bathe	ITER|bathe	1
PROG	month	PROG|month	1
EMPH	in.the.morning	EMPH|in.the.morning	1
around	bathe	around|bathe	1
ITER	menstruate	ITER|menstruate	2
all.the.way.to	DUB	all.the.way.to|DUB	1
CESS	bathe	CESS|bathe	1
around	first	around|first	1
first	get.married	first|get.married	1
INCH	observe	INCH|observe	1
then	young.man	then|young.man	1
go.to	suddenly	go.to|suddenly	1
suddenly	go	suddenly|go	1
go.to	go.to.help	go.to|go.to.help	1
INCH	court	INCH|court	1
INCH	buy	INCH|buy	2
all	be.valuable	all|be.valuable	1
3SBJ.IMPL	go.to	3SBJ.IMPL|go.to	1
go.to	bring	go.to|bring	1
INCH	examine	INCH|examine	2
ITER	some	ITER|some	1
some	wrap.up	some|wrap.up	1
3SBJ<TH.IMPL>IMPL	PROG	3SBJ<TH.IMPL>IMPL|PROG	1
think[1sbj]	OPT	think[1sbj]|OPT	1
OPT	AUG	OPT|AUG	1
AFF	AUG	AFF|AUG	1
TH.IMPL[NMLZ].	ITER	TH.IMPL[NMLZ].|ITER	1
INCH	talk.it.over	INCH|talk.it.over	1
valuables	go.to	valuables|go.to	1
ITER	the.same	ITER|the.same	1
girl	go.to	girl|go.to	1
go.to	fetch	go.to|fetch	3
indian	around	indian|around	2
around	get.married	around|get.married	1
PROG	feast	PROG|feast	1
all	eat	all|eat	1
all	feast	all|feast	1
PROG	gather.together	PROG|gather.together	1
young.man	NEG.EMPH	young.man|NEG.EMPH	1
NEG.EMPH	talk.to	NEG.EMPH|talk.to	1
in.vain	bring	in.vain|bring	2
3SUB[1SBJ]	PST	3SUB[1SBJ]|PST	1
PST	1NEG	PST|1NEG	1
not.much	know	not.much|know	2
INCH	fool	INCH|fool	1
INCH	walk.around	INCH|walk.around	1
happen[3sbj.stv].	PST	happen[3sbj.stv].|PST	1
PST	hire	PST|hire	1
DEM.DIST	back.and.forth	DEM.DIST|back.and.forth	1
INCH	cost.so.much	INCH|cost.so.much	1
valuables.	PROG	valuables.|PROG	1
not.much	be.so[3sbj.stv]	not.much|be.so[3sbj.stv]	1
ITER	tell	ITER|tell	2
around	DEM.PROX	around|DEM.PROX	1
at.last	be.one	at.last|be.one	1
cl.days	PROG	cl.days|PROG	1
AFF	suddenly	AFF|suddenly	1
suddenly	enough	suddenly|enough	1
enough	around	enough|around	6
ITER	both.sides	ITER|both.sides	1
ITER	think.about	ITER|think.about	1
PROG	DEF	PROG|DEF	1
EMP	soon	EMP|soon	1
soon	gamble	soon|gamble	1
all	listen.to	all|listen.to	1
INCH	drum	INCH|drum	1
small.sticks	PROG	small.sticks|PROG	2
NMLZ.P	OPT	NMLZ.P|OPT	1
by<nmlz.p>hand	PROG	by<nmlz.p>hand|PROG	1
around	gamble[1sbj].	around|gamble[1sbj].	1
gamble[1sbj].	PROG	gamble[1sbj].|PROG	1
very	win	very|win	1
INDF	EMPH	INDF|EMPH	1
EMPH	NEG	EMPH|NEG	1
PROG	win	PROG|win	1
all.night	gamble<nmlz.p>	all.night|gamble<nmlz.p>	1
gamble<nmlz.p>	NEG.EMPH	gamble<nmlz.p>|NEG.EMPH	1
DUB.	around	DUB.|around	1
around	be.two.	around|be.two.	1
INCH	peel.bark	INCH|peel.bark	6
3SBJ.IMPL.	already	3SBJ.IMPL.|already	1
around	be.four	around|be.four	1
NMLZ.A	very	NMLZ.A|very	1
INCH	first	INCH|first	1
first	point	first|point	1
3SBJ.INDF.	already	3SBJ.INDF.|already	1
road	around	road|around	1
around	build.road	around|build.road	1
by<nmlz.p>hand	already	by<nmlz.p>hand|already	1
PROG	look.for	PROG|look.for	1
happen[3sbj.stv]	ITER	happen[3sbj.stv]|ITER	1
NMLZ.INF.	go.to	NMLZ.INF.|go.to	1
go.to	first	go.to|first	1
look.so[3sbj.stv]	PROG	look.so[3sbj.stv]|PROG	6
DEF	in.vain	DEF|in.vain	1
DEF.	PROG	DEF.|PROG	1
PROG	point	PROG|point	5
NMLZ.A.	then	NMLZ.A.|then	1
happen[3sbj.stv]	INCH	happen[3sbj.stv]|INCH	1
INCH	be.ripe[3sbj.stv]	INCH|be.ripe[3sbj.stv]	1
3PL	around	3PL|around	1
around	for.nothing	around|for.nothing	2
for.nothing	look.for	for.nothing|look.for	1
little.girl	PROG	little.girl|PROG	1
tree.	PROG	tree.|PROG	1
little.girl	around	little.girl|around	1
around	go.along	around|go.along	4
look.so[3sbj.stv]	EMPH	look.so[3sbj.stv]|EMPH	5
EMPH	3PL.	EMPH|3PL.	1
around	play	around|play	1
EMPH	appear<nmlz.p>	EMPH|appear<nmlz.p>	1
EMPH	adult	EMPH|adult	1
not.much	be.big	not.much|be.big	1
EMPH	white.man	EMPH|white.man	1
for.nothing	stroll	for.nothing|stroll	1
child	around	child|around	1
PROG	plan	PROG|plan	1
relating.to	plan	relating.to|plan	1
PROG	hide	PROG|hide	1
look.so[3sbj.stv].	PROG	look.so[3sbj.stv].|PROG	1
PROG	look.through	PROG|look.through	1
3POSS	FUT	3POSS|FUT	1
EMPH	before	EMPH|before	1
3SBJ.PASS	PROG	3SBJ.PASS|PROG	1
PROG	steal.food	PROG|steal.food	1
bird	INCH	bird|INCH	1
INCH	catch	INCH|catch	1
almost	bite	almost|bite	1
rabbit	INCH	rabbit|INCH	1
almost	catch	almost|catch	1
rabbit	from.behind	rabbit|from.behind	1
PROG	down	PROG|down	1
INCH	drink	INCH|drink	1
very	be.hot	very|be.hot	1
already	be.tired	already|be.tired	1
water	EMPH	water|EMPH	1
weed	INCH	weed|INCH	1
look.so[3sbj.stv]	very	look.so[3sbj.stv]|very	1
INCH	train	INCH|train	1
NMLZ.INF.	ITER	NMLZ.INF.|ITER	1
INCH	have.big.time	INCH|have.big.time	1
horse	ITER	horse|ITER	1
INCH	pick	INCH|pick	2
apples	INCH	apples|INCH	1
INCH	sell	INCH|sell	1
here.and.there	go	here.and.there|go	1
around	be.three	around|be.three	1
INCH	bite	INCH|bite	2
INCH	jump.at	INCH|jump.at	1
bite[1sbj].	already	bite[1sbj].|already	1
in.vain	run	in.vain|run	1
AUG	fast	AUG|fast	1
man	already	man|already	1
INCH	for.nothing	INCH|for.nothing	1
for.nothing	be.up	for.nothing|be.up	1
3OBJ.PERS[3SBJ.DEF].	PST	3OBJ.PERS[3SBJ.DEF].|PST	1
not.much	be<nmlz.p>windy	not.much|be<nmlz.p>windy	1
almost	sun.set[3sbj].	almost|sun.set[3sbj].	1
around	row	around|row	2
sea.gull	around	sea.gull|around	1
before	go.to	before|go.to	1
somewhere	PROG	somewhere|PROG	1
boat	PROG	boat|PROG	2
3NEG	show.so[3sbj.stv]	3NEG|show.so[3sbj.stv]	1
apples	very	apples|very	1
almost	be.ripe[3sbj.stv]	almost|be.ripe[3sbj.stv]	1
not.much	be.much	not.much|be.much	1
PROG	plant	PROG|plant	1
PROG	lie.vacant	PROG|lie.vacant	1
for.nothing	lie	for.nothing|lie	1
well	CESS	well|CESS	1
3SBJ.DEF[NMLZ.POSS]	already	3SBJ.DEF[NMLZ.POSS]|already	1
very	show.so[3sbj.stv]	very|show.so[3sbj.stv]	1
3NEG	hand	3NEG|hand	1
look.so[3sbj.stv]	PFV	look.so[3sbj.stv]|PFV	1
trout.	PROG	trout.|PROG	1
look.so[3sbj.stv]	3NEG	look.so[3sbj.stv]|3NEG	1
anything	PROG	anything|PROG	1
PROG	be.inside	PROG|be.inside	1
3SBJ.INDF	PFV	3SBJ.INDF|PFV	1
PROG	DEM	PROG|DEM	2
PROG	be.there	PROG|be.there	1
PST	hold	PST|hold	1
PFV	relating.to	PFV|relating.to	1
relating.to	CESS	relating.to|CESS	1
all	relating.to	all|relating.to	1
relating.to	be.surprised	relating.to|be.surprised	1
EMPH	so	EMPH|so	1
INCH	INCH	INCH|INCH	1
around	cross	around|cross	2
cross	TH.SBJV	cross|TH.SBJV	1
DEM.DIST	around	DEM.DIST|around	1
like	CESS	like|CESS	2
PROG	speak	PROG|speak	1
go.to	talk.to	go.to|talk.to	1
PROG	be.angry	PROG|be.angry	1
INT	PROG	INT|PROG	1
PL	be.well	PL|be.well	1
here	EMPH	here|EMPH	1
for.nothing	go[1sbj]	for.nothing|go[1sbj]	1
